Customer_ID,Age,Gender,Annual_Income,Previous_Purchases,Spending_Score,Engagement_Level,Offering_Type,Offering_Category,Discount_Used,Promo_Used,Visit_Frequency
1350,55,Female,25019,36,9,Medium,Service,Food,Yes,No,Medium
1351,52,Male,21318,39,13,Medium,Service,Clothing,No,Yes,Low
1352,28,Male,98643,20,21,High,Product,Clothing,No,No,Low
1353,23,Female,74860,33,23,Low,Product,Clothing,No,Yes,High
1354,47,Male,119663,15,53,High,Service,Electronics,Yes,No,Low
1355,55,Female,103824,18,58,Low,Product,Streaming,Yes,No,Low
1356,31,Female,35235,34,9,High,Service,Streaming,Yes,Yes,High
1357,32,Female,51115,28,69,Medium,Product,Streaming,Yes,Yes,Medium
1358,31,Male,70189,8,94,Low,Product,Consulting,No,Yes,Low
1359,22,Male,36450,26,28,High,Service,Subscription,No,Yes,Low
1360,20,Female,102256,18,21,Low,Service,Clothing,Yes,No,Low
1361,32,Female,63271,19,23,Low,Service,Food,No,No,Medium
1362,27,Female,50392,40,31,High,Product,Electronics,Yes,Yes,Low
1363,63,Male,42925,35,72,Medium,Product,Subscription,No,Yes,High
1364,36,Female,20876,17,52,Medium,Product,Electronics,Yes,Yes,Medium
1365,47,Male,90744,27,61,Low,Product,Streaming,Yes,Yes,Low
1366,37,Male,81737,22,65,Medium,Service,Consulting,Yes,No,High
1367,43,Male,103304,29,41,High,Product,Clothing,Yes,Yes,High
1368,35,Female,93673,6,46,High,Service,Streaming,Yes,No,Low
1369,37,Female,117612,19,97,High,Service,Subscription,No,Yes,High
1370,35,Female,62295,33,83,Low,Product,Food,Yes,Yes,Medium
1371,50,Male,106545,40,14,High,Product,Streaming,No,Yes,High
1372,43,Female,71739,20,52,Medium,Product,Electronics,No,No,High
1373,30,Female,61856,36,28,High,Service,Streaming,No,No,Low
1374,53,Female,104891,27,38,High,Service,Electronics,No,No,Medium
1375,20,Male,58870,12,29,Low,Service,Electronics,Yes,No,High
1376,41,Male,117129,21,18,High,Product,Streaming,No,Yes,Medium
1377,55,Female,91161,2,81,Low,Service,Consulting,Yes,Yes,Low
1378,50,Male,104942,4,58,Medium,Service,Consulting,No,No,Medium
1379,60,Male,46836,19,75,Low,Product,Consulting,Yes,No,Medium
1380,54,Male,67393,24,96,High,Service,Subscription,No,No,Low
1381,29,Female,21500,14,42,Medium,Product,Electronics,No,No,Medium
1382,43,Female,32822,6,91,Medium,Product,Subscription,Yes,No,High
1383,27,Male,31492,4,34,Low,Service,Consulting,Yes,Yes,Medium
1384,39,Male,68490,22,36,High,Service,Subscription,Yes,No,Low
1385,53,Female,21115,2,98,Low,Product,Food,Yes,Yes,Low
1386,38,Female,115913,19,8,Medium,Service,Streaming,No,Yes,High
1387,50,Female,34307,38,51,Low,Service,Clothing,No,No,High
1388,50,Male,66979,16,62,High,Product,Clothing,Yes,No,Low
1389,39,Male,109872,8,80,Medium,Service,Clothing,No,Yes,Medium
1390,57,Female,41684,22,36,Medium,Product,Clothing,Yes,Yes,Medium
1391,48,Male,54169,3,11,Medium,Product,Electronics,No,Yes,High
1392,56,Female,106997,31,13,Medium,Product,Streaming,Yes,No,Low
1393,38,Female,24350,38,64,High,Service,Electronics,No,Yes,Medium
1394,37,Male,73286,10,25,Low,Product,Streaming,Yes,Yes,Medium
1395,59,Female,107976,38,74,Low,Service,Subscription,No,Yes,High
1396,23,Male,32539,33,56,Medium,Service,Electronics,Yes,Yes,High
1397,31,Male,63634,24,55,Medium,Product,Streaming,No,Yes,Low
1398,61,Female,89276,7,23,High,Service,Clothing,Yes,No,High
